label,prediction_prob,eval_regime,eval_type,fold_index,unique_paragraph_id,participant_id,unique_trial_id,list_number,question_preview,repeated_reading_trial,is_correct,article_batch,article_id
1,0.5345534086227417,seen_subject_unseen_item,test,5,1_7_Adv_1,l56_159,l56_159_1_7_Adv_1_0_0,56,False,0,1,1,7
1,0.5329273343086243,seen_subject_unseen_item,test,5,1_7_Adv_1,l58_177,l58_177_1_7_Adv_1_0_0,58,False,0,1,1,7
1,0.5316120386123657,seen_subject_unseen_item,test,5,1_7_Adv_1,l60_190,l60_190_1_7_Adv_1_0_0,60,False,0,1,1,7
1,0.5316120386123657,seen_subject_unseen_item,test,5,1_7_Adv_1,l6_83,l6_83_1_7_Adv_1_0_0,6,False,0,1,1,7
1,0.5345534086227417,seen_subject_unseen_item,test,5,1_7_Adv_1,l8_268,l8_268_1_7_Adv_1_0_0,8,False,0,1,1,7
1,0.5466188788414001,seen_subject_unseen_item,test,5,1_7_Adv_2,l10_269,l10_269_1_7_Adv_2_0_0,10,False,0,1,1,7
1,0.5487253665924072,seen_subject_unseen_item,test,5,1_7_Adv_2,l12_92,l12_92_1_7_Adv_2_0_0,12,False,0,1,1,7
1,0.5432196855545044,seen_subject_unseen_item,test,5,1_7_Adv_2,l14_94,l14_94_1_7_Adv_2_0_0,14,False,0,1,1,7
1,0.5466188788414001,seen_subject_unseen_item,test,5,1_7_Adv_2,l16_96,l16_96_1_7_Adv_2_0_0,16,False,0,1,1,7
1,0.5487253665924072,seen_subject_unseen_item,test,5,1_7_Adv_2,l18_99,l18_99_1_7_Adv_2_0_0,18,False,0,1,1,7
1,0.5432196855545044,seen_subject_unseen_item,test,5,1_7_Adv_2,l20_101,l20_101_1_7_Adv_2_0_0,20,False,0,1,1,7
0,0.5466188788414001,seen_subject_unseen_item,test,5,1_7_Adv_2,l22_103,l22_103_1_7_Adv_2_0_0,22,False,0,0,1,7
1,0.5487253665924072,seen_subject_unseen_item,test,5,1_7_Adv_2,l24_105,l24_105_1_7_Adv_2_0_0,24,False,0,1,1,7
1,0.5432196855545044,seen_subject_unseen_item,test,5,1_7_Adv_2,l26_107,l26_107_1_7_Adv_2_0_0,26,False,0,1,1,7
1,0.5432196855545044,seen_subject_unseen_item,test,5,1_7_Adv_2,l2_174,l2_174_1_7_Adv_2_0_0,2,False,0,1,1,7
1,0.5487253665924072,seen_subject_unseen_item,test,5,1_7_Adv_2,l30_111,l30_111_1_7_Adv_2_0_0,30,False,0,1,1,7
1,0.5432196855545044,seen_subject_unseen_item,test,5,1_7_Adv_2,l32_502,l32_502_1_7_Adv_2_0_0,32,False,0,1,1,7
1,0.5466188788414001,seen_subject_unseen_item,test,5,1_7_Adv_2,l34_116,l34_116_1_7_Adv_2_0_0,34,False,0,1,1,7
1,0.5487253665924072,seen_subject_unseen_item,test,5,1_7_Adv_2,l36_119,l36_119_1_7_Adv_2_0_0,36,False,0,1,1,7
1,0.5432196855545044,seen_subject_unseen_item,test,5,1_7_Adv_2,l38_121,l38_121_1_7_Adv_2_0_0,38,False,0,1,1,7
0,0.5466188788414001,seen_subject_unseen_item,test,5,1_7_Adv_2,l40_127,l40_127_1_7_Adv_2_0_0,40,False,0,0,1,7
1,0.5487253665924072,seen_subject_unseen_item,test,5,1_7_Adv_2,l42_290,l42_290_1_7_Adv_2_0_0,42,False,0,1,1,7
1,0.5432196855545044,seen_subject_unseen_item,test,5,1_7_Adv_2,l44_291,l44_291_1_7_Adv_2_0_0,44,False,0,1,1,7
1,0.5466188788414001,seen_subject_unseen_item,test,5,1_7_Adv_2,l46_137,l46_137_1_7_Adv_2_0_0,46,False,0,1,1,7
0,0.5487253665924072,seen_subject_unseen_item,test,5,1_7_Adv_2,l48_140,l48_140_1_7_Adv_2_0_0,48,False,0,0,1,7
1,0.5466188788414001,seen_subject_unseen_item,test,5,1_7_Adv_2,l4_80,l4_80_1_7_Adv_2_0_0,4,False,0,1,1,7
0,0.5432196855545044,seen_subject_unseen_item,test,5,1_7_Adv_2,l50_145,l50_145_1_7_Adv_2_0_0,50,False,0,0,1,7
0,0.5466188788414001,seen_subject_unseen_item,test,5,1_7_Adv_2,l52_149,l52_149_1_7_Adv_2_0_0,52,False,0,0,1,7
1,0.5432196855545044,seen_subject_unseen_item,test,5,1_7_Adv_2,l56_159,l56_159_1_7_Adv_2_0_0,56,False,0,1,1,7
1,0.5466188788414001,seen_subject_unseen_item,test,5,1_7_Adv_2,l58_177,l58_177_1_7_Adv_2_0_0,58,False,0,1,1,7
1,0.5487253665924072,seen_subject_unseen_item,test,5,1_7_Adv_2,l60_190,l60_190_1_7_Adv_2_0_0,60,False,0,1,1,7
1,0.5487253665924072,seen_subject_unseen_item,test,5,1_7_Adv_2,l6_83,l6_83_1_7_Adv_2_0_0,6,False,0,1,1,7
1,0.5432196855545044,seen_subject_unseen_item,test,5,1_7_Adv_2,l8_268,l8_268_1_7_Adv_2_0_0,8,False,0,1,1,7
1,0.5603525042533875,seen_subject_unseen_item,test,5,1_7_Adv_3,l15_95,l15_95_1_7_Adv_3_0_0,15,False,0,1,1,7
1,0.5573718547821045,seen_subject_unseen_item,test,5,1_7_Adv_3,l17_98,l17_98_1_7_Adv_3_0_0,17,False,0,1,1,7
1,0.5541849136352539,seen_subject_unseen_item,test,5,1_7_Adv_3,l19_100,l19_100_1_7_Adv_3_0_0,19,False,0,1,1,7
1,0.5541849136352539,seen_subject_unseen_item,test,5,1_7_Adv_3,l1_168,l1_168_1_7_Adv_3_0_0,1,False,0,1,1,7
1,0.5603525042533875,seen_subject_unseen_item,test,5,1_7_Adv_3,l21_102,l21_102_1_7_Adv_3_0_0,21,False,0,1,1,7
1,0.5573718547821045,seen_subject_unseen_item,test,5,1_7_Adv_3,l23_97,l23_97_1_7_Adv_3_0_0,23,False,0,1,1,7
1,0.5541849136352539,seen_subject_unseen_item,test,5,1_7_Adv_3,l25_106,l25_106_1_7_Adv_3_0_0,25,False,0,1,1,7
0,0.5603525042533875,seen_subject_unseen_item,test,5,1_7_Adv_3,l27_108,l27_108_1_7_Adv_3_0_0,27,False,0,0,1,7
1,0.5573718547821045,seen_subject_unseen_item,test,5,1_7_Adv_3,l29_110,l29_110_1_7_Adv_3_0_0,29,False,0,1,1,7
1,0.5541849136352539,seen_subject_unseen_item,test,5,1_7_Adv_3,l31_112,l31_112_1_7_Adv_3_0_0,31,False,0,1,1,7
1,0.5573718547821045,seen_subject_unseen_item,test,5,1_7_Adv_3,l35_118,l35_118_1_7_Adv_3_0_0,35,False,0,1,1,7
1,0.5541849136352539,seen_subject_unseen_item,test,5,1_7_Adv_3,l37_120,l37_120_1_7_Adv_3_0_0,37,False,0,1,1,7
1,0.5603525042533875,seen_subject_unseen_item,test,5,1_7_Adv_3,l39_125,l39_125_1_7_Adv_3_0_0,39,False,0,1,1,7
1,0.5603525042533875,seen_subject_unseen_item,test,5,1_7_Adv_3,l3_265,l3_265_1_7_Adv_3_0_0,3,False,0,1,1,7
1,0.5573718547821045,seen_subject_unseen_item,test,5,1_7_Adv_3,l41_129,l41_129_1_7_Adv_3_0_0,41,False,0,1,1,7
1,0.5541849136352539,seen_subject_unseen_item,test,5,1_7_Adv_3,l43_131,l43_131_1_7_Adv_3_0_0,43,False,0,1,1,7
1,0.5603525042533875,seen_subject_unseen_item,test,5,1_7_Adv_3,l45_135,l45_135_1_7_Adv_3_0_0,45,False,0,1,1,7
1,0.5573718547821045,seen_subject_unseen_item,test,5,1_7_Adv_3,l47_138,l47_138_1_7_Adv_3_0_0,47,False,0,1,1,7
1,0.5541849136352539,seen_subject_unseen_item,test,5,1_7_Adv_3,l49_143,l49_143_1_7_Adv_3_0_0,49,False,0,1,1,7
1,0.5603525042533875,seen_subject_unseen_item,test,5,1_7_Adv_3,l51_147,l51_147_1_7_Adv_3_0_0,51,False,0,1,1,7
0,0.5573718547821045,seen_subject_unseen_item,test,5,1_7_Adv_3,l53_150,l53_150_1_7_Adv_3_0_0,53,False,0,0,1,7
1,0.5541849136352539,seen_subject_unseen_item,test,5,1_7_Adv_3,l55_157,l55_157_1_7_Adv_3_0_0,55,False,0,1,1,7
1,0.5573718547821045,seen_subject_unseen_item,test,5,1_7_Adv_3,l59_293,l59_293_1_7_Adv_3_0_0,59,False,0,1,1,7
0,0.5573718547821045,seen_subject_unseen_item,test,5,1_7_Adv_3,l5_82,l5_82_1_7_Adv_3_0_0,5,False,0,0,1,7
1,0.5541849136352539,seen_subject_unseen_item,test,5,1_7_Adv_3,l7_267,l7_267_1_7_Adv_3_0_0,7,False,0,1,1,7
1,0.5603525042533875,seen_subject_unseen_item,test,5,1_7_Adv_3,l9_491,l9_491_1_7_Adv_3_0_0,9,False,0,1,1,7
1,0.5760562419891357,seen_subject_unseen_item,test,5,1_7_Adv_4,l15_95,l15_95_1_7_Adv_4_0_0,15,False,0,1,1,7
1,0.5935030579566956,seen_subject_unseen_item,test,5,1_7_Adv_4,l17_98,l17_98_1_7_Adv_4_0_0,17,False,0,1,1,7
1,0.5937159657478333,seen_subject_unseen_item,test,5,1_7_Adv_4,l19_100,l19_100_1_7_Adv_4_0_0,19,False,0,1,1,7
1,0.5937159657478333,seen_subject_unseen_item,test,5,1_7_Adv_4,l1_168,l1_168_1_7_Adv_4_0_0,1,False,0,1,1,7
1,0.5760562419891357,seen_subject_unseen_item,test,5,1_7_Adv_4,l21_102,l21_102_1_7_Adv_4_0_0,21,False,0,1,1,7
1,0.5935030579566956,seen_subject_unseen_item,test,5,1_7_Adv_4,l23_97,l23_97_1_7_Adv_4_0_0,23,False,0,1,1,7
1,0.5937159657478333,seen_subject_unseen_item,test,5,1_7_Adv_4,l25_106,l25_106_1_7_Adv_4_0_0,25,False,0,1,1,7
1,0.5760562419891357,seen_subject_unseen_item,test,5,1_7_Adv_4,l27_108,l27_108_1_7_Adv_4_0_0,27,False,0,1,1,7
1,0.5935030579566956,seen_subject_unseen_item,test,5,1_7_Adv_4,l29_110,l29_110_1_7_Adv_4_0_0,29,False,0,1,1,7
1,0.5937159657478333,seen_subject_unseen_item,test,5,1_7_Adv_4,l31_112,l31_112_1_7_Adv_4_0_0,31,False,0,1,1,7
1,0.5935030579566956,seen_subject_unseen_item,test,5,1_7_Adv_4,l35_118,l35_118_1_7_Adv_4_0_0,35,False,0,1,1,7
1,0.5937159657478333,seen_subject_unseen_item,test,5,1_7_Adv_4,l37_120,l37_120_1_7_Adv_4_0_0,37,False,0,1,1,7
1,0.5760562419891357,seen_subject_unseen_item,test,5,1_7_Adv_4,l39_125,l39_125_1_7_Adv_4_0_0,39,False,0,1,1,7
1,0.5760562419891357,seen_subject_unseen_item,test,5,1_7_Adv_4,l3_265,l3_265_1_7_Adv_4_0_0,3,False,0,1,1,7
1,0.5935030579566956,seen_subject_unseen_item,test,5,1_7_Adv_4,l41_129,l41_129_1_7_Adv_4_0_0,41,False,0,1,1,7
1,0.5937159657478333,seen_subject_unseen_item,test,5,1_7_Adv_4,l43_131,l43_131_1_7_Adv_4_0_0,43,False,0,1,1,7
1,0.5760562419891357,seen_subject_unseen_item,test,5,1_7_Adv_4,l45_135,l45_135_1_7_Adv_4_0_0,45,False,0,1,1,7
1,0.5935030579566956,seen_subject_unseen_item,test,5,1_7_Adv_4,l47_138,l47_138_1_7_Adv_4_0_0,47,False,0,1,1,7
1,0.5937159657478333,seen_subject_unseen_item,test,5,1_7_Adv_4,l49_143,l49_143_1_7_Adv_4_0_0,49,False,0,1,1,7
1,0.5760562419891357,seen_subject_unseen_item,test,5,1_7_Adv_4,l51_147,l51_147_1_7_Adv_4_0_0,51,False,0,1,1,7
1,0.5935030579566956,seen_subject_unseen_item,test,5,1_7_Adv_4,l53_150,l53_150_1_7_Adv_4_0_0,53,False,0,1,1,7
1,0.5937159657478333,seen_subject_unseen_item,test,5,1_7_Adv_4,l55_157,l55_157_1_7_Adv_4_0_0,55,False,0,1,1,7
1,0.5935030579566956,seen_subject_unseen_item,test,5,1_7_Adv_4,l59_293,l59_293_1_7_Adv_4_0_0,59,False,0,1,1,7
0,0.5935030579566956,seen_subject_unseen_item,test,5,1_7_Adv_4,l5_82,l5_82_1_7_Adv_4_0_0,5,False,0,0,1,7
1,0.5937159657478333,seen_subject_unseen_item,test,5,1_7_Adv_4,l7_267,l7_267_1_7_Adv_4_0_0,7,False,0,1,1,7
1,0.5760562419891357,seen_subject_unseen_item,test,5,1_7_Adv_4,l9_491,l9_491_1_7_Adv_4_0_0,9,False,0,1,1,7
1,0.5423696041107178,seen_subject_unseen_item,test,5,1_7_Ele_1,l15_95,l15_95_1_7_Ele_1_0_0,15,False,0,1,1,7
1,0.5472697019577026,seen_subject_unseen_item,test,5,1_7_Ele_1,l17_98,l17_98_1_7_Ele_1_0_0,17,False,0,1,1,7
1,0.5524434447288513,seen_subject_unseen_item,test,5,1_7_Ele_1,l19_100,l19_100_1_7_Ele_1_0_0,19,False,0,1,1,7
1,0.5524434447288513,seen_subject_unseen_item,test,5,1_7_Ele_1,l1_168,l1_168_1_7_Ele_1_0_0,1,False,0,1,1,7
1,0.5423696041107178,seen_subject_unseen_item,test,5,1_7_Ele_1,l21_102,l21_102_1_7_Ele_1_0_0,21,False,0,1,1,7
1,0.5472697019577026,seen_subject_unseen_item,test,5,1_7_Ele_1,l23_97,l23_97_1_7_Ele_1_0_0,23,False,0,1,1,7
1,0.5524434447288513,seen_subject_unseen_item,test,5,1_7_Ele_1,l25_106,l25_106_1_7_Ele_1_0_0,25,False,0,1,1,7
1,0.5423696041107178,seen_subject_unseen_item,test,5,1_7_Ele_1,l27_108,l27_108_1_7_Ele_1_0_0,27,False,0,1,1,7
1,0.5472697019577026,seen_subject_unseen_item,test,5,1_7_Ele_1,l29_110,l29_110_1_7_Ele_1_0_0,29,False,0,1,1,7
1,0.5524434447288513,seen_subject_unseen_item,test,5,1_7_Ele_1,l31_112,l31_112_1_7_Ele_1_0_0,31,False,0,1,1,7
1,0.5472697019577026,seen_subject_unseen_item,test,5,1_7_Ele_1,l35_118,l35_118_1_7_Ele_1_0_0,35,False,0,1,1,7
1,0.5524434447288513,seen_subject_unseen_item,test,5,1_7_Ele_1,l37_120,l37_120_1_7_Ele_1_0_0,37,False,0,1,1,7
1,0.5423696041107178,seen_subject_unseen_item,test,5,1_7_Ele_1,l39_125,l39_125_1_7_Ele_1_0_0,39,False,0,1,1,7
1,0.5423696041107178,seen_subject_unseen_item,test,5,1_7_Ele_1,l3_265,l3_265_1_7_Ele_1_0_0,3,False,0,1,1,7
1,0.5472697019577026,seen_subject_unseen_item,test,5,1_7_Ele_1,l41_129,l41_129_1_7_Ele_1_0_0,41,False,0,1,1,7
1,0.5524434447288513,seen_subject_unseen_item,test,5,1_7_Ele_1,l43_131,l43_131_1_7_Ele_1_0_0,43,False,0,1,1,7
1,0.5423696041107178,seen_subject_unseen_item,test,5,1_7_Ele_1,l45_135,l45_135_1_7_Ele_1_0_0,45,False,0,1,1,7
1,0.5472697019577026,seen_subject_unseen_item,test,5,1_7_Ele_1,l47_138,l47_138_1_7_Ele_1_0_0,47,False,0,1,1,7
1,0.5524434447288513,seen_subject_unseen_item,test,5,1_7_Ele_1,l49_143,l49_143_1_7_Ele_1_0_0,49,False,0,1,1,7
1,0.5423696041107178,seen_subject_unseen_item,test,5,1_7_Ele_1,l51_147,l51_147_1_7_Ele_1_0_0,51,False,0,1,1,7
1,0.5472697019577026,seen_subject_unseen_item,test,5,1_7_Ele_1,l53_150,l53_150_1_7_Ele_1_0_0,53,False,0,1,1,7
1,0.5524434447288513,seen_subject_unseen_item,test,5,1_7_Ele_1,l55_157,l55_157_1_7_Ele_1_0_0,55,False,0,1,1,7
1,0.5472697019577026,seen_subject_unseen_item,test,5,1_7_Ele_1,l59_293,l59_293_1_7_Ele_1_0_0,59,False,0,1,1,7
1,0.5472697019577026,seen_subject_unseen_item,test,5,1_7_Ele_1,l5_82,l5_82_1_7_Ele_1_0_0,5,False,0,1,1,7
1,0.5524434447288513,seen_subject_unseen_item,test,5,1_7_Ele_1,l7_267,l7_267_1_7_Ele_1_0_0,7,False,0,1,1,7
1,0.5423696041107178,seen_subject_unseen_item,test,5,1_7_Ele_1,l9_491,l9_491_1_7_Ele_1_0_0,9,False,0,1,1,7
1,0.549153745174408,seen_subject_unseen_item,test,5,1_7_Ele_2,l15_95,l15_95_1_7_Ele_2_0_0,15,False,0,1,1,7
1,0.5494445562362671,seen_subject_unseen_item,test,5,1_7_Ele_2,l17_98,l17_98_1_7_Ele_2_0_0,17,False,0,1,1,7
1,0.5535387396812439,seen_subject_unseen_item,test,5,1_7_Ele_2,l19_100,l19_100_1_7_Ele_2_0_0,19,False,0,1,1,7
1,0.5535387396812439,seen_subject_unseen_item,test,5,1_7_Ele_2,l1_168,l1_168_1_7_Ele_2_0_0,1,False,0,1,1,7
1,0.549153745174408,seen_subject_unseen_item,test,5,1_7_Ele_2,l21_102,l21_102_1_7_Ele_2_0_0,21,False,0,1,1,7
1,0.5494445562362671,seen_subject_unseen_item,test,5,1_7_Ele_2,l23_97,l23_97_1_7_Ele_2_0_0,23,False,0,1,1,7
1,0.5535387396812439,seen_subject_unseen_item,test,5,1_7_Ele_2,l25_106,l25_106_1_7_Ele_2_0_0,25,False,0,1,1,7
1,0.549153745174408,seen_subject_unseen_item,test,5,1_7_Ele_2,l27_108,l27_108_1_7_Ele_2_0_0,27,False,0,1,1,7
1,0.5494445562362671,seen_subject_unseen_item,test,5,1_7_Ele_2,l29_110,l29_110_1_7_Ele_2_0_0,29,False,0,1,1,7
1,0.5535387396812439,seen_subject_unseen_item,test,5,1_7_Ele_2,l31_112,l31_112_1_7_Ele_2_0_0,31,False,0,1,1,7
1,0.5494445562362671,seen_subject_unseen_item,test,5,1_7_Ele_2,l35_118,l35_118_1_7_Ele_2_0_0,35,False,0,1,1,7
1,0.5535387396812439,seen_subject_unseen_item,test,5,1_7_Ele_2,l37_120,l37_120_1_7_Ele_2_0_0,37,False,0,1,1,7
1,0.549153745174408,seen_subject_unseen_item,test,5,1_7_Ele_2,l39_125,l39_125_1_7_Ele_2_0_0,39,False,0,1,1,7
1,0.549153745174408,seen_subject_unseen_item,test,5,1_7_Ele_2,l3_265,l3_265_1_7_Ele_2_0_0,3,False,0,1,1,7
0,0.5494445562362671,seen_subject_unseen_item,test,5,1_7_Ele_2,l41_129,l41_129_1_7_Ele_2_0_0,41,False,0,0,1,7
1,0.5535387396812439,seen_subject_unseen_item,test,5,1_7_Ele_2,l43_131,l43_131_1_7_Ele_2_0_0,43,False,0,1,1,7
1,0.549153745174408,seen_subject_unseen_item,test,5,1_7_Ele_2,l45_135,l45_135_1_7_Ele_2_0_0,45,False,0,1,1,7
1,0.5494445562362671,seen_subject_unseen_item,test,5,1_7_Ele_2,l47_138,l47_138_1_7_Ele_2_0_0,47,False,0,1,1,7
0,0.5535387396812439,seen_subject_unseen_item,test,5,1_7_Ele_2,l49_143,l49_143_1_7_Ele_2_0_0,49,False,0,0,1,7
1,0.549153745174408,seen_subject_unseen_item,test,5,1_7_Ele_2,l51_147,l51_147_1_7_Ele_2_0_0,51,False,0,1,1,7
0,0.5494445562362671,seen_subject_unseen_item,test,5,1_7_Ele_2,l53_150,l53_150_1_7_Ele_2_0_0,53,False,0,0,1,7
1,0.5535387396812439,seen_subject_unseen_item,test,5,1_7_Ele_2,l55_157,l55_157_1_7_Ele_2_0_0,55,False,0,1,1,7
1,0.5494445562362671,seen_subject_unseen_item,test,5,1_7_Ele_2,l59_293,l59_293_1_7_Ele_2_0_0,59,False,0,1,1,7
1,0.5494445562362671,seen_subject_unseen_item,test,5,1_7_Ele_2,l5_82,l5_82_1_7_Ele_2_0_0,5,False,0,1,1,7
1,0.5535387396812439,seen_subject_unseen_item,test,5,1_7_Ele_2,l7_267,l7_267_1_7_Ele_2_0_0,7,False,0,1,1,7
0,0.549153745174408,seen_subject_unseen_item,test,5,1_7_Ele_2,l9_491,l9_491_1_7_Ele_2_0_0,9,False,0,0,1,7
1,0.5636106729507446,seen_subject_unseen_item,test,5,1_7_Ele_3,l10_269,l10_269_1_7_Ele_3_0_0,10,False,0,1,1,7
1,0.5539641380310059,seen_subject_unseen_item,test,5,1_7_Ele_3,l12_92,l12_92_1_7_Ele_3_0_0,12,False,0,1,1,7
1,0.5512681007385254,seen_subject_unseen_item,test,5,1_7_Ele_3,l14_94,l14_94_1_7_Ele_3_0_0,14,False,0,1,1,7
1,0.5636106729507446,seen_subject_unseen_item,test,5,1_7_Ele_3,l16_96,l16_96_1_7_Ele_3_0_0,16,False,0,1,1,7
1,0.5539641380310059,seen_subject_unseen_item,test,5,1_7_Ele_3,l18_99,l18_99_1_7_Ele_3_0_0,18,False,0,1,1,7
1,0.5512681007385254,seen_subject_unseen_item,test,5,1_7_Ele_3,l20_101,l20_101_1_7_Ele_3_0_0,20,False,0,1,1,7
1,0.5636106729507446,seen_subject_unseen_item,test,5,1_7_Ele_3,l22_103,l22_103_1_7_Ele_3_0_0,22,False,0,1,1,7
1,0.5539641380310059,seen_subject_unseen_item,test,5,1_7_Ele_3,l24_105,l24_105_1_7_Ele_3_0_0,24,False,0,1,1,7
1,0.5512681007385254,seen_subject_unseen_item,test,5,1_7_Ele_3,l26_107,l26_107_1_7_Ele_3_0_0,26,False,0,1,1,7
1,0.5512681007385254,seen_subject_unseen_item,test,5,1_7_Ele_3,l2_174,l2_174_1_7_Ele_3_0_0,2,False,0,1,1,7
1,0.5539641380310059,seen_subject_unseen_item,test,5,1_7_Ele_3,l30_111,l30_111_1_7_Ele_3_0_0,30,False,0,1,1,7
1,0.5512681007385254,seen_subject_unseen_item,test,5,1_7_Ele_3,l32_502,l32_502_1_7_Ele_3_0_0,32,False,0,1,1,7
1,0.5636106729507446,seen_subject_unseen_item,test,5,1_7_Ele_3,l34_116,l34_116_1_7_Ele_3_0_0,34,False,0,1,1,7
1,0.5539641380310059,seen_subject_unseen_item,test,5,1_7_Ele_3,l36_119,l36_119_1_7_Ele_3_0_0,36,False,0,1,1,7
1,0.5512681007385254,seen_subject_unseen_item,test,5,1_7_Ele_3,l38_121,l38_121_1_7_Ele_3_0_0,38,False,0,1,1,7
1,0.5636106729507446,seen_subject_unseen_item,test,5,1_7_Ele_3,l40_127,l40_127_1_7_Ele_3_0_0,40,False,0,1,1,7
1,0.5539641380310059,seen_subject_unseen_item,test,5,1_7_Ele_3,l42_290,l42_290_1_7_Ele_3_0_0,42,False,0,1,1,7
1,0.5512681007385254,seen_subject_unseen_item,test,5,1_7_Ele_3,l44_291,l44_291_1_7_Ele_3_0_0,44,False,0,1,1,7
1,0.5636106729507446,seen_subject_unseen_item,test,5,1_7_Ele_3,l46_137,l46_137_1_7_Ele_3_0_0,46,False,0,1,1,7
1,0.5539641380310059,seen_subject_unseen_item,test,5,1_7_Ele_3,l48_140,l48_140_1_7_Ele_3_0_0,48,False,0,1,1,7
1,0.5636106729507446,seen_subject_unseen_item,test,5,1_7_Ele_3,l4_80,l4_80_1_7_Ele_3_0_0,4,False,0,1,1,7
1,0.5512681007385254,seen_subject_unseen_item,test,5,1_7_Ele_3,l50_145,l50_145_1_7_Ele_3_0_0,50,False,0,1,1,7
1,0.5636106729507446,seen_subject_unseen_item,test,5,1_7_Ele_3,l52_149,l52_149_1_7_Ele_3_0_0,52,False,0,1,1,7
1,0.5512681007385254,seen_subject_unseen_item,test,5,1_7_Ele_3,l56_159,l56_159_1_7_Ele_3_0_0,56,False,0,1,1,7
1,0.5636106729507446,seen_subject_unseen_item,test,5,1_7_Ele_3,l58_177,l58_177_1_7_Ele_3_0_0,58,False,0,1,1,7
1,0.5539641380310059,seen_subject_unseen_item,test,5,1_7_Ele_3,l60_190,l60_190_1_7_Ele_3_0_0,60,False,0,1,1,7
1,0.5539641380310059,seen_subject_unseen_item,test,5,1_7_Ele_3,l6_83,l6_83_1_7_Ele_3_0_0,6,False,0,1,1,7
1,0.5512681007385254,seen_subject_unseen_item,test,5,1_7_Ele_3,l8_268,l8_268_1_7_Ele_3_0_0,8,False,0,1,1,7
1,0.5841917395591736,seen_subject_unseen_item,test,5,1_7_Ele_4,l10_269,l10_269_1_7_Ele_4_0_0,10,False,0,1,1,7
1,0.5944089293479919,seen_subject_unseen_item,test,5,1_7_Ele_4,l12_92,l12_92_1_7_Ele_4_0_0,12,False,0,1,1,7
1,0.5917637944221497,seen_subject_unseen_item,test,5,1_7_Ele_4,l14_94,l14_94_1_7_Ele_4_0_0,14,False,0,1,1,7
1,0.5841917395591736,seen_subject_unseen_item,test,5,1_7_Ele_4,l16_96,l16_96_1_7_Ele_4_0_0,16,False,0,1,1,7
1,0.5944089293479919,seen_subject_unseen_item,test,5,1_7_Ele_4,l18_99,l18_99_1_7_Ele_4_0_0,18,False,0,1,1,7
1,0.5917637944221497,seen_subject_unseen_item,test,5,1_7_Ele_4,l20_101,l20_101_1_7_Ele_4_0_0,20,False,0,1,1,7
1,0.5841917395591736,seen_subject_unseen_item,test,5,1_7_Ele_4,l22_103,l22_103_1_7_Ele_4_0_0,22,False,0,1,1,7
1,0.5944089293479919,seen_subject_unseen_item,test,5,1_7_Ele_4,l24_105,l24_105_1_7_Ele_4_0_0,24,False,0,1,1,7
1,0.5917637944221497,seen_subject_unseen_item,test,5,1_7_Ele_4,l26_107,l26_107_1_7_Ele_4_0_0,26,False,0,1,1,7
1,0.5917637944221497,seen_subject_unseen_item,test,5,1_7_Ele_4,l2_174,l2_174_1_7_Ele_4_0_0,2,False,0,1,1,7
1,0.5944089293479919,seen_subject_unseen_item,test,5,1_7_Ele_4,l30_111,l30_111_1_7_Ele_4_0_0,30,False,0,1,1,7
1,0.5917637944221497,seen_subject_unseen_item,test,5,1_7_Ele_4,l32_502,l32_502_1_7_Ele_4_0_0,32,False,0,1,1,7
1,0.5841917395591736,seen_subject_unseen_item,test,5,1_7_Ele_4,l34_116,l34_116_1_7_Ele_4_0_0,34,False,0,1,1,7
0,0.5944089293479919,seen_subject_unseen_item,test,5,1_7_Ele_4,l36_119,l36_119_1_7_Ele_4_0_0,36,False,0,0,1,7
1,0.5917637944221497,seen_subject_unseen_item,test,5,1_7_Ele_4,l38_121,l38_121_1_7_Ele_4_0_0,38,False,0,1,1,7
1,0.5841917395591736,seen_subject_unseen_item,test,5,1_7_Ele_4,l40_127,l40_127_1_7_Ele_4_0_0,40,False,0,1,1,7
1,0.5944089293479919,seen_subject_unseen_item,test,5,1_7_Ele_4,l42_290,l42_290_1_7_Ele_4_0_0,42,False,0,1,1,7
1,0.5917637944221497,seen_subject_unseen_item,test,5,1_7_Ele_4,l44_291,l44_291_1_7_Ele_4_0_0,44,False,0,1,1,7
1,0.5841917395591736,seen_subject_unseen_item,test,5,1_7_Ele_4,l46_137,l46_137_1_7_Ele_4_0_0,46,False,0,1,1,7
1,0.5944089293479919,seen_subject_unseen_item,test,5,1_7_Ele_4,l48_140,l48_140_1_7_Ele_4_0_0,48,False,0,1,1,7
1,0.5841917395591736,seen_subject_unseen_item,test,5,1_7_Ele_4,l4_80,l4_80_1_7_Ele_4_0_0,4,False,0,1,1,7
1,0.5917637944221497,seen_subject_unseen_item,test,5,1_7_Ele_4,l50_145,l50_145_1_7_Ele_4_0_0,50,False,0,1,1,7
1,0.5841917395591736,seen_subject_unseen_item,test,5,1_7_Ele_4,l52_149,l52_149_1_7_Ele_4_0_0,52,False,0,1,1,7
1,0.5917637944221497,seen_subject_unseen_item,test,5,1_7_Ele_4,l56_159,l56_159_1_7_Ele_4_0_0,56,False,0,1,1,7
1,0.5841917395591736,seen_subject_unseen_item,test,5,1_7_Ele_4,l58_177,l58_177_1_7_Ele_4_0_0,58,False,0,1,1,7
